Unnamed: 0,category,type,prompt,difficulty,keywords,length
,시나리오,상황극/역할극,장소 '택배 보관함 앞'에서 동네 아는 사이이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['아파트 초인종', '지하철 스크린도어', '길모퉁이 전단지']",146
,시나리오,상황극/역할극,장소 '아파트 단지 놀이터'에서 주차장 관리인과 운전자이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['슈퍼마켓 장바구니', '마트 시식품', '편의점 냉장고']",55
,시나리오,상황극/역할극,장소 '버스터미널'에서 지하철 역무원과 승객이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['편의점 유리문', '회사 명패', '엘리베이터 버튼']",145
,시나리오,상황극/역할극,장소 '분식집 카운터 앞'에서 공원에서 산책하는 두 사람이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['편의점 간식', '영화관 좌석', '종이컵 뚜껑']",67
,시나리오,상황극/역할극,장소 '학교 운동장'에서 엘리베이터 안 낯선 사람들이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['회사 명패', '슈퍼마켓 장바구니', '노트북 화면']",60
,시나리오,상황극/역할극,장소 '지하 상가'에서 도서관 직원과 학생이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['도서관 조명', '길거리 간판', '버스 안내방송']",130
,시나리오,상황극/역할극,장소 '음악 학원'에서 편의점 옆 테이블 손님들이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['엘리베이터 거울', '커피 포장컵', '회사 명패']",130
,시나리오,상황극/역할극,장소 '도서관 복도'에서 동네 주민과 카페 사장이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['편의점 간식', '길모퉁이 전단지', '영화관 좌석']",70
,시나리오,상황극/역할극,장소 '동네 철물점'에서 마트 점원과 손님이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['학교 종소리', '버스 안내방송', '버스 손잡이']",124
,시나리오,상황극/역할극,장소 '동네 공터'에서 동네 아는 사이이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['슈퍼마켓 장바구니', '영화관 좌석', '종이컵 뚜껑']",132
,시나리오,상황극/역할극,장소 '지하철 끝칸'에서 지하철 환승객들이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['회사 명패', '지하철 스크린도어', '백화점 전광판']",137
,시나리오,상황극/역할극,장소 '서점 안'에서 길거리 연주자와 행인이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['공원 벤치', '길거리 간판', '지하철 안내방송']",124
,시나리오,상황극/역할극,장소 '주차장 입구'에서 길거리 연주자와 행인이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['백화점 쇼핑백', '헬스장 수건', '도서관 조명']",143
,시나리오,상황극/역할극,장소 '길거리 푸드트럭'에서 학교 동아리 친구들이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['헬스장 러닝머신', '길거리 가로등', '엘리베이터 버튼']",125
,시나리오,상황극/역할극,장소 '학교 교실'에서 서점 주인과 손님이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['회사 명패', '커피 포장컵', '엘리베이터 버튼']",128
,시나리오,상황극/역할극,장소 '영화관 로비'에서 지하철 내 승객들이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['백화점 전광판', '길거리 가로등', '마트 시식품']",118
,시나리오,상황극/역할극,장소 '학교 운동장'에서 동네 편의점 직원과 학생이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['엘리베이터 버튼', '공원 벤치', '지하철 스크린도어']",110
,시나리오,상황극/역할극,장소 '헬스장'에서 아파트 경비원과 주민이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['학교 교탁', '편의점 유리문', '영화관 좌석']",128
,시나리오,상황극/역할극,장소 '버스 정류장'에서 동네 편의점 직원과 학생이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['아파트 초인종', '길거리 가로등', '회사 명패']",120
,시나리오,상황극/역할극,장소 '길가 벤치'에서 버스 정류장에 있는 승객들이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['지하철 스크린도어', '계산대 영수증', '학교 교탁']",77
,시나리오,상황극/역할극,장소 '서점 안'에서 학교 동아리 모임이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['노트북 화면', '백화점 쇼핑백', '마트 시식품']",73
,시나리오,상황극/역할극,장소 '공원 분수대'에서 동네 아이와 보호자이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['슈퍼마켓 장바구니', '교실 칠판', '도서관 조명']",91
,시나리오,상황극/역할극,장소 '동네 다리 아래'에서 동네 상점 주인과 손님이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['엘리베이터 버튼', '종이컵 뚜껑', '버스 손잡이']",88
,시나리오,상황극/역할극,장소 '백화점 식당가'에서 동네 술집 손님들이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['버스 카드단말기', '종이컵 뚜껑', '버스 손잡이']",85
,시나리오,상황극/역할극,장소 '미용실'에서 형제이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['도서관 책상', '슈퍼마켓 장바구니', '노트북 화면']",116
,시나리오,상황극/역할극,장소 '학교 운동장'에서 편의점 앞 학생들이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['마트 시식품', '편의점 계산대 소리', '편의점 간식']",66
,시나리오,상황극/역할극,장소 '버스 안'에서 분식집 사장과 손님이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['회사 명패', '헬스장 러닝머신', '편의점 간식']",61
,시나리오,상황극/역할극,장소 '초등학교 운동장'에서 주차장 관리인과 운전자이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['커피 포장컵', '백화점 쇼핑백', '편의점 간식']",92
,시나리오,상황극/역할극,장소 '동네 PC방 구석'에서 지하철 내 낯선 승객들이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['마트 시식품', '편의점 유리문', '지하철 안내방송']",92
,시나리오,상황극/역할극,장소 '동네 놀이터 그네'에서 택배원과 아파트 경비원이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['편의점 유리문', '길거리 간판', '버스 카드단말기']",144
,시나리오,상황극/역할극,장소 '지하 상가'에서 지하철 내 승객들이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['공원 벤치', '길거리 가로등', '영화관 좌석']",115
,시나리오,상황극/역할극,장소 '학교 급식실'에서 헬스장에서 만난 두 사람이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['교실 칠판', '버스 카드단말기', '편의점 냉장고']",89
,시나리오,상황극/역할극,장소 '버스 안'에서 버스 안 낯선 승객들이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['도서관 조명', '종이컵 뚜껑', '지하철 손잡이']",99
,시나리오,상황극/역할극,장소 '버스 정류장'에서 도서관에서 공부하는 학생들이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['편의점 계산대 소리', '슈퍼마켓 계산대', '엘리베이터 거울']",148
,시나리오,상황극/역할극,장소 '버스 정류장'에서 동네 주민과 택배원이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['백화점 쇼핑백', '버스 안내방송', '교실 칠판']",77
,시나리오,상황극/역할극,장소 'PC방'에서 학교 복도에서 마주친 학생들이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['학교 교탁', '지하철 안내방송', '공원 벤치']",98
,시나리오,상황극/역할극,장소 'PC방'에서 동네 주민과 버스 기사이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['편의점 냉장고', '버스 손잡이', '슈퍼마켓 장바구니']",58
,시나리오,상황극/역할극,장소 '동네 다리 아래'에서 회사 상사와 부하이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['버스 안내방송', '학교 종소리', '길거리 가로등']",103
,시나리오,상황극/역할극,장소 '강가 벤치'에서 공원에서 산책하는 두 사람이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['회사 명패', '커피 포장컵', '슈퍼마켓 계산대']",64
,시나리오,상황극/역할극,장소 '회사 회의실'에서 도서관에서 공부하는 학생들이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['지하철 손잡이', '버스 카드단말기', '길거리 가로등']",124
,시나리오,상황극/역할극,장소 '지하철 계단'에서 동네 주민 둘이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['백화점 쇼핑백', '헬스장 러닝머신', '버스 카드단말기']",131
,시나리오,상황극/역할극,장소 '동네 꽃집'에서 아파트 경비원과 주민이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['헬스장 러닝머신', '노트북 화면', '지하철 스크린도어']",104
,시나리오,상황극/역할극,장소 '지하 상가'에서 도서관 직원과 학생이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['버스 손잡이', '길거리 간판', '편의점 계산대 소리']",85
,시나리오,상황극/역할극,장소 '지하 상가'에서 동네 상점 주인과 손님이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['편의점 계산대 소리', '백화점 쇼핑백', '지하철 손잡이']",93
,시나리오,상황극/역할극,장소 '마트 계산대'에서 동네 상점 주인과 손님이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['학교 종소리', '헬스장 러닝머신', '편의점 간식']",120
,시나리오,상황극/역할극,장소 '헬스장'에서 지하철 내 승객들이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['슈퍼마켓 계산대', '지하철 손잡이', '편의점 냉장고']",66
,시나리오,상황극/역할극,장소 '회사 엘리베이터'에서 도서관 사서와 이용자이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['버스 카드단말기', '커피 포장컵', '학교 종소리']",64
,시나리오,상황극/역할극,장소 '휴게소'에서 회사 상사와 부하이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['커피 포장컵', '회사 명패', '헬스장 러닝머신']",143
,시나리오,상황극/역할극,장소 '길거리 버스킹 무대'에서 공원 잔디밭에서 쉬는 사람들이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['길거리 간판', '엘리베이터 거울', '회사 명패']",115
,시나리오,상황극/역할극,장소 '공원 벤치'에서 학생과 선생님이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['편의점 유리문', '편의점 냉장고', '백화점 쇼핑백']",80
,시나리오,상황극/역할극,장소 '회사 회의실'에서 학교 급식실의 학생들이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['지하철 손잡이', '길모퉁이 전단지', '도서관 조명']",104
,시나리오,상황극/역할극,장소 '공원 산책로'에서 편의점 직원과 학생이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['편의점 간식', '마트 시식품', '엘리베이터 버튼']",146
,시나리오,상황극/역할극,장소 '동네 광장'에서 동네 주민과 상인이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['편의점 냉장고', '지하철 안내방송', '슈퍼마켓 계산대']",76
,시나리오,상황극/역할극,장소 '놀이터 미끄럼틀'에서 헬스장 회원 둘이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['편의점 계산대 소리', '엘리베이터 거울', '커피 포장컵']",87
,시나리오,상황극/역할극,장소 '대형 마트 입구'에서 회사 회식 자리 직원들이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['편의점 유리문', '버스 손잡이', '학교 교탁']",78
,시나리오,상황극/역할극,장소 '학교 급식실'에서 버스 안 낯선 승객들이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['버스 안내방송', '공원 벤치', '도서관 조명']",97
,시나리오,상황극/역할극,장소 '길가 벤치'에서 동네 술집 손님들이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['도서관 조명', '버스 손잡이', '편의점 간식']",114
,시나리오,상황극/역할극,장소 '회사 회의실'에서 회사 회식 자리 직원들이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['아파트 초인종', '편의점 유리문', '슈퍼마켓 장바구니']",95
,시나리오,상황극/역할극,장소 '동네 미술관'에서 학교 선생과 학생이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['아파트 초인종', '공원 벤치', '길거리 가로등']",99
,시나리오,상황극/역할극,장소 '편의점 앞 테이블'에서 도서관 직원과 학생이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['지하철 안내방송', '백화점 전광판', '교실 칠판']",51
,시나리오,상황극/역할극,장소 '백화점 시계탑 앞'에서 서점 주인과 손님이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['길거리 간판', '편의점 간식', '슈퍼마켓 장바구니']",57
,시나리오,상황극/역할극,장소 '초등학교 운동장'에서 편의점 앞 커플이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['지하철 안내방송', '아파트 초인종', '지하철 스크린도어']",91
,시나리오,상황극/역할극,장소 '길모퉁이 슈퍼'에서 지하철 직원과 승객이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['길거리 간판', '영화관 좌석', '버스 안내방송']",137
,시나리오,상황극/역할극,장소 '동네 중고서점'에서 학교 후배와 선배이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['커피 포장컵', '계산대 영수증', '영화관 좌석']",88
,시나리오,상황극/역할극,장소 '백화점 푸드코트'에서 학교 동아리 모임이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['편의점 계산대 소리', '교실 칠판', '엘리베이터 거울']",87
,시나리오,상황극/역할극,장소 '길모퉁이 교차로'에서 동네 주민과 경찰이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['커피 포장컵', '편의점 계산대 소리', '교실 칠판']",118
,시나리오,상황극/역할극,장소 '지하철 화장실 앞'에서 동네 주민과 카페 사장이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['헬스장 러닝머신', '백화점 전광판', '백화점 쇼핑백']",88
,시나리오,상황극/역할극,장소 '서점 안'에서 아파트 경비원과 주민이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['길거리 가로등', '도서관 조명', '길거리 간판']",133
,시나리오,상황극/역할극,장소 '마트 시식 코너'에서 공원 잔디밭에서 쉬는 사람들이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['슈퍼마켓 계산대', '커피 포장컵', '편의점 간식']",86
,시나리오,상황극/역할극,장소 '골목 분식집'에서 동네 주민 둘이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['헬스장 러닝머신', '마트 시식품', '편의점 냉장고']",51
,시나리오,상황극/역할극,장소 '주차장 입구'에서 학교 상담교사와 학생이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['편의점 유리문', '엘리베이터 버튼', '학교 교탁']",88
,시나리오,상황극/역할극,장소 '버스 정류장'에서 편의점 앞 모르는 두 사람이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['지하철 손잡이', '엘리베이터 거울', '백화점 쇼핑백']",74
,시나리오,상황극/역할극,장소 '지하철 화장실 앞'에서 주차장 관리인과 운전자이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['교실 칠판', '커피 포장컵', '헬스장 수건']",53
,시나리오,상황극/역할극,장소 '분식집 창가'에서 택배 기사와 고객이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['길거리 가로등', '종이컵 뚜껑', '헬스장 수건']",112
,시나리오,상황극/역할극,장소 'PC방'에서 공원 벤치에 앉은 두 사람이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['버스 안내방송', '지하철 안내방송', '편의점 냉장고']",130
,시나리오,상황극/역할극,장소 '편의점 앞 테이블'에서 동네 주민과 집배원이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['회사 명패', '종이컵 뚜껑', '슈퍼마켓 계산대']",73
,시나리오,상황극/역할극,장소 '회사 엘리베이터'에서 동네 주민과 경찰관이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['버스 카드단말기', '백화점 전광판', '노트북 화면']",139
,시나리오,상황극/역할극,장소 '놀이터 모래밭'에서 공원에서 만난 모르는 사람이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['헬스장 러닝머신', '엘리베이터 거울', '지하철 스크린도어']",65
,시나리오,상황극/역할극,장소 '버스 정류장'에서 학교 동아리 친구들이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['도서관 책상', '지하철 스크린도어', '버스 손잡이']",54
,시나리오,상황극/역할극,장소 '놀이터 모래밭'에서 회사 동료이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['버스 손잡이', '학교 교탁', '회사 명패']",91
,시나리오,상황극/역할극,장소 '슈퍼마켓 앞'에서 헬스장 트레이너와 회원이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['교실 칠판', '공원 벤치', '지하철 손잡이']",75
,시나리오,상황극/역할극,장소 '학교 교실'에서 헬스장 회원 둘이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['엘리베이터 거울', '회사 명패', '길모퉁이 전단지']",62
,시나리오,상황극/역할극,장소 '지하철 자동판매기 앞'에서 학교 교무실의 교사들이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['도서관 책상', '백화점 쇼핑백', '버스 손잡이']",126
,시나리오,상황극/역할극,장소 '회사 회의실'에서 회사 엘리베이터에서 만난 직원들이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['교실 칠판', '도서관 조명', '슈퍼마켓 장바구니']",63
,시나리오,상황극/역할극,장소 '백화점 에스컬레이터'에서 동네 상점 주인과 손님이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['공원 벤치', '교실 칠판', '슈퍼마켓 계산대']",106
,시나리오,상황극/역할극,장소 '동네 서점'에서 학교 동아리 모임이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['지하철 안내방송', '버스 손잡이', '노트북 화면']",97
,시나리오,상황극/역할극,장소 '길모퉁이 슈퍼'에서 동네 주민 둘이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['종이컵 뚜껑', '영화관 좌석', '백화점 전광판']",144
,시나리오,상황극/역할극,장소 '편의점 야외 의자'에서 학교 상담교사와 학생이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['학교 종소리', '엘리베이터 거울', '도서관 조명']",118
,시나리오,상황극/역할극,장소 '슈퍼마켓 앞'에서 지하철 환승객들이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['아파트 초인종', '지하철 스크린도어', '영화관 좌석']",117
,시나리오,상황극/역할극,장소 '회사 회의실'에서 지하철 역무원과 승객이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['길모퉁이 전단지', '백화점 쇼핑백', '헬스장 수건']",117
,시나리오,상황극/역할극,장소 '강변 자전거 도로'에서 택시 기사와 손님이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['편의점 유리문', '편의점 간식', '편의점 계산대 소리']",137
,시나리오,상황극/역할극,장소 '공원 벤치'에서 회사 복도에서 만난 직원들이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['길거리 가로등', '회사 명패', '버스 손잡이']",141
,시나리오,상황극/역할극,장소 '지하철 자동판매기 앞'에서 공원 산책로에서 마주친 사람들이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['백화점 전광판', '종이컵 뚜껑', '편의점 간식']",136
,시나리오,상황극/역할극,장소 '동네 꽃집'에서 엘리베이터 안 낯선 사람들이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['공원 벤치', '도서관 책상', '버스 카드단말기']",79
,시나리오,상황극/역할극,장소 '버스 정류장'에서 형제이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['버스 안내방송', '길거리 가로등', '노트북 화면']",127
,시나리오,상황극/역할극,장소 '헬스장 러닝머신 앞'에서 모르는 승객 둘이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['편의점 유리문', '길모퉁이 전단지', '학교 교탁']",111
,시나리오,상황극/역할극,장소 '음악 학원'에서 학교 상담 선생과 학생이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['편의점 유리문', '길거리 가로등', '도서관 책상']",148
,시나리오,상황극/역할극,장소 '공원 산책로'에서 지하철 역무원과 승객이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['헬스장 러닝머신', '버스 안내방송', '길거리 가로등']",136
,시나리오,상황극/역할극,장소 '동네 서점'에서 학교 도서관의 학생들이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['편의점 간식', '백화점 전광판', '종이컵 뚜껑']",114
,시나리오,상황극/역할극,장소 '강가 벤치'에서 학교 동아리 친구들이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['지하철 안내방송', '헬스장 러닝머신', '계산대 영수증']",145
,시나리오,상황극/역할극,장소 '강변 자전거 도로'에서 길거리 판매원과 행인이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['백화점 쇼핑백', '편의점 냉장고', '지하철 안내방송']",113
,시나리오,상황극/역할극,장소 '지하철 출구 앞'에서 카페 알바와 손님이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['학교 종소리', '백화점 전광판', '엘리베이터 거울']",122
,시나리오,상황극/역할극,장소 '지하철 계단'에서 길거리 판매원과 행인이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['아파트 초인종', '학교 교탁', '버스 안내방송']",134
,시나리오,상황극/역할극,장소 '공원 벤치'에서 지하철 역무원과 승객이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['엘리베이터 버튼', '헬스장 러닝머신', '공원 벤치']",139
,시나리오,상황극/역할극,장소 '버스 기사 대기실'에서 동네 상점 주인과 손님이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['마트 시식품', '길모퉁이 전단지', '헬스장 수건']",115
,시나리오,상황극/역할극,장소 '지하철 자동판매기 앞'에서 동네 주민과 집배원이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['버스 안내방송', '마트 시식품', '길모퉁이 전단지']",99
,시나리오,상황극/역할극,장소 '동네 꽃집'에서 카페 알바와 손님이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['학교 교탁', '슈퍼마켓 장바구니', '도서관 책상']",113
,시나리오,상황극/역할극,장소 '작은 카페 테라스'에서 동네 주민 둘이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['버스 안내방송', '길거리 간판', '마트 시식품']",90
,시나리오,상황극/역할극,장소 '카페 안 조용한 자리'에서 공원에서 뛰노는 아이들이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['길모퉁이 전단지', '종이컵 뚜껑', '학교 종소리']",147
,시나리오,상황극/역할극,장소 '동네 편의점'에서 동네 공원에서 운동하는 사람들이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['지하철 스크린도어', '커피 포장컵', '계산대 영수증']",141
,시나리오,상황극/역할극,장소 '야시장 골목'에서 아파트 경비원과 주민이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['공원 벤치', '길거리 가로등', '회사 명패']",90
,시나리오,상황극/역할극,장소 '헬스장 러닝머신 앞'에서 동네 주민과 카페 사장이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['종이컵 뚜껑', '영화관 좌석', '도서관 책상']",113
,시나리오,상황극/역할극,장소 '휴게소'에서 헬스장 회원 둘이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['엘리베이터 버튼', '버스 손잡이', '편의점 유리문']",120
,시나리오,상황극/역할극,장소 '카페 안 조용한 자리'에서 동네 자전거 수리공과 손님이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['커피 포장컵', '교실 칠판', '헬스장 수건']",110
,시나리오,상황극/역할극,장소 '지하철 화장실 앞'에서 학교 도서관의 학생들이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['길모퉁이 전단지', '길거리 가로등', '백화점 쇼핑백']",92
,시나리오,상황극/역할극,장소 '강변 자전거 도로'에서 회사 동기이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['계산대 영수증', '버스 안내방송', '길거리 간판']",134
